#DataThief C:\Users\bwc\Desktop\yag_ce spectra.png Tuesday 19-Sep-2017 12:49:48 PM
455.674, 0.0126
456.5436, 0.0126
457.4131, 0.0126
458.2827, 0.0126
459.1522, 0.0126
460.0218, 0.0126
460.8914, 0.0126
461.761, 0.0126
462.6305, 0.0126
463.5001, 0.0126
464.3697, 0.0126
465.2392, 0.0126
466.1088, 0.0126
466.9784, 0.0126
467.8479, 0.0126
468.7175, 0.0126
469.587, 0.0126
470.4566, 0.0126
471.3262, 0.0126
472.1957, 0.0126
473.0653, 0.0126
473.9348, 0.0126
474.8044, 0.0126
475.674, 0.0126
476.5436, 0.0126
477.4131, 0.0126
478.2827, 0.0126
479.1522, 0.0126
480.0218, 0.0126
480.8987, 0.0167
481.7682, 0.0167
482.6378, 0.0167
483.5074, 0.0167
484.3769, 0.0167
485.2465, 0.0167
486.1161, 0.0167
486.9856, 0.0167
487.8552, 0.0167
488.7248, 0.0167
489.5943, 0.0167
490.4639, 0.0167
491.3335, 0.0167
492.203, 0.0167
493.0726, 0.0167
493.9494, 0.0209
494.819, 0.0209
495.6886, 0.0209
496.5581, 0.0209
497.435, 0.0251
498.3045, 0.0251
499.1814, 0.0293
500.0582, 0.0335
500.9278, 0.0335
501.8046, 0.0377
502.6815, 0.0418
502.6886, 0.046
502.696, 0.0502
503.5729, 0.0544
503.58, 0.0586
503.5874, 0.0628
503.5947, 0.0669
504.4715, 0.0711
504.4788, 0.0753
504.4861, 0.0795
504.4934, 0.0836
505.3702, 0.0879
505.3775, 0.0921
505.3848, 0.0962
505.392, 0.1004
505.3993, 0.1046
506.2762, 0.1088
506.2833, 0.113
506.2907, 0.1172
506.298, 0.1213
507.1748, 0.1255
507.1821, 0.1297
507.1894, 0.1339
507.1967, 0.1381
508.0735, 0.1423
508.0808, 0.1464
508.088, 0.1506
508.0953, 0.1548
508.1026, 0.159
508.1099, 0.1632
508.9867, 0.1674
508.994, 0.1715
509.0013, 0.1757
509.0086, 0.1799
509.0158, 0.1841
509.0231, 0.1883
509.8999, 0.1925
509.9072, 0.1967
509.9144, 0.2008
509.9218, 0.205
509.9291, 0.2092
509.9363, 0.2134
510.8132, 0.2176
510.8204, 0.2218
510.8277, 0.2259
510.835, 0.2301
510.8423, 0.2343
510.8496, 0.2385
510.8568, 0.2427
511.7337, 0.2469
511.7409, 0.251
511.7482, 0.2551
511.7555, 0.2594
511.7628, 0.2636
511.7701, 0.2678
511.7772, 0.272
512.6542, 0.2762
512.6615, 0.2803
512.6686, 0.2845
512.676, 0.2887
512.6833, 0.2929
512.6905, 0.2971
512.6978, 0.3013
512.705, 0.3054
513.5819, 0.3096
513.5892, 0.3138
513.5965, 0.318
513.6038, 0.3222
513.6111, 0.3264
513.6183, 0.3305
513.6256, 0.3347
513.6329, 0.3389
514.5097, 0.3431
514.517, 0.3473
514.5243, 0.3515
514.5316, 0.3556
514.5388, 0.3598
514.5461, 0.3639
514.5534, 0.3682
514.5607, 0.3724
515.4375, 0.3766
515.4447, 0.3808
515.4521, 0.3849
515.4593, 0.3891
515.4666, 0.3933
515.4739, 0.3975
515.4812, 0.4017
515.4884, 0.4059
515.4957, 0.41
516.3726, 0.4142
516.3798, 0.4184
516.3871, 0.4226
516.3944, 0.4268
516.4017, 0.431
516.409, 0.4351
516.4162, 0.4393
516.4235, 0.4435
516.4308, 0.4477
