#DataThief C:\Users\bwc\Desktop\CRY18_Lum_data.png Thursday 21-Sep-2017 10:49:52 AM
216.7536, 0.03
217.2932, 0.03
217.8328, 0.03
218.3723, 0.03
218.9119, 0.03
219.4515, 0.03
219.991, 0.03
220.5306, 0.03
221.0702, 0.03
221.6097, 0.03
222.1493, 0.03
222.6902, 0.0315
223.2298, 0.0315
223.7707, 0.033
224.3115, 0.0345
224.8526, 0.036
225.3921, 0.036
225.933, 0.0375
226.4726, 0.0375
227.0135, 0.039
227.5545, 0.0406
228.0954, 0.0421
228.6362, 0.0436
229.1772, 0.0451
229.7181, 0.0466
230.2617, 0.0511
230.804, 0.0541
231.3449, 0.0556
231.8872, 0.0586
232.4295, 0.0616
232.9704, 0.0631
233.5112, 0.0646
234.0536, 0.0676
234.5958, 0.0706
235.1368, 0.0721
235.6763, 0.0721
236.2173, 0.0735
236.7582, 0.0751
237.2991, 0.0766
237.8427, 0.0811
238.3862, 0.0856
238.9285, 0.0886
239.4695, 0.0901
240.0091, 0.0901
240.55, 0.0916
241.0923, 0.0946
241.6346, 0.0976
242.1755, 0.0991
242.7164, 0.1006
243.2572, 0.1021
243.8009, 0.1066
244.3445, 0.1111
244.8868, 0.1141
245.4277, 0.1156
245.97, 0.1186
246.5123, 0.1217
247.0559, 0.1262
247.5981, 0.1292
248.1391, 0.1307
248.68, 0.1322
249.2209, 0.1337
249.7618, 0.1352
250.3068, 0.1412
250.8518, 0.1472
251.3941, 0.1502
251.935, 0.1517
252.4759, 0.1532
253.0195, 0.1577
253.5645, 0.1637
254.1054, 0.1652
254.6463, 0.1667
255.1859, 0.1667
255.7268, 0.1682
256.2704, 0.1727
256.8127, 0.1757
257.3536, 0.1772
257.8972, 0.1817
258.4395, 0.1847
258.9804, 0.1862
259.524, 0.1907
260.0663, 0.1937
260.6099, 0.1982
261.1522, 0.2013
261.6958, 0.2058
262.2381, 0.2088
262.779, 0.2103
263.3199, 0.2118
263.8636, 0.2163
264.4058, 0.2193
264.9466, 0.2208
265.4877, 0.2223
266.0286, 0.2238
266.5708, 0.2268
267.1131, 0.2298
267.654, 0.2313
268.1963, 0.2343
268.7386, 0.2373
269.2808, 0.2403
269.8218, 0.2418
270.3613, 0.2418
270.9022, 0.2433
271.4432, 0.2448
271.9841, 0.2463
272.5264, 0.2493
273.0659, 0.2493
273.6068, 0.2508
274.1491, 0.2538
274.6914, 0.2568
275.2323, 0.2583
275.7732, 0.2598
276.3141, 0.2612
276.8551, 0.2628
277.3946, 0.2628
277.9355, 0.2643
278.4765, 0.2658
279.016, 0.2658
279.557, 0.2673
280.0965, 0.2673
280.636, 0.2673
281.177, 0.2688
281.7166, 0.2688
282.2561, 0.2688
282.7957, 0.2688
283.3353, 0.2688
283.8749, 0.2688
284.4144, 0.2688
284.954, 0.2688
285.4936, 0.2688
286.0331, 0.2688
286.5727, 0.2688
287.1123, 0.2688
287.6518, 0.2688
288.1914, 0.2688
288.7309, 0.2688
289.2692, 0.2673
289.8088, 0.2673
290.347, 0.2658
290.8852, 0.2643
291.4234, 0.2628
291.9616, 0.2612
292.4998, 0.2598
293.0381, 0.2583
293.5763, 0.2568
294.1145, 0.2553
294.6526, 0.2538
295.1909, 0.2523
295.729, 0.2508
296.2674, 0.2493
296.8056, 0.2478
297.3452, 0.2478
297.8834, 0.2463
298.4216, 0.2448
298.9598, 0.2433
299.498, 0.2418
300.0362, 0.2403
300.5745, 0.2388
301.1113, 0.2358
301.6495, 0.2343
302.1864, 0.2313
302.7246, 0.2298
303.2615, 0.2268
303.7997, 0.2253
304.3378, 0.2238
304.8761, 0.2223
305.4144, 0.2208
305.9526, 0.2193
306.4881, 0.2147
307.025, 0.2118
307.5632, 0.2103
308.1001, 0.2073
308.6383, 0.2058
309.1764, 0.2043
309.7147, 0.2028
310.2529, 0.2013
310.7911, 0.1997
311.3294, 0.1982
311.8676, 0.1967
312.4058, 0.1952
312.9413, 0.1907
313.4782, 0.1877
314.0164, 0.1862
314.5533, 0.1832
315.0915, 0.1817
315.6297, 0.1802
316.1652, 0.1757
316.6994, 0.1697
317.2362, 0.1667
317.7745, 0.1652
318.3127, 0.1637
318.8481, 0.1592
319.3837, 0.1547
319.9205, 0.1517
320.4588, 0.1502
320.9957, 0.1472
321.5312, 0.1427
322.0681, 0.1397
322.6063, 0.1381
323.1445, 0.1367
323.6827, 0.1352
324.2182, 0.1307
324.7551, 0.1277
325.2933, 0.1262
325.8302, 0.1232
326.3684, 0.1217
326.9026, 0.1156
327.4394, 0.1126
327.9776, 0.1111
328.5145, 0.1081
329.0527, 0.1066
329.5896, 0.1036
330.1278, 0.1021
330.6646, 0.0991
331.2029, 0.0976
331.7398, 0.0946
332.278, 0.0931
332.8148, 0.0901
333.3531, 0.0886
333.8899, 0.0856
334.4282, 0.0841
334.9664, 0.0826
335.5019, 0.0781
336.0388, 0.0751
336.577, 0.0735
337.1152, 0.0721
337.6534, 0.0706
338.193, 0.0706
338.7298, 0.0676
339.2694, 0.0676
339.8075, 0.0661
340.3458, 0.0646
340.8841, 0.0631
341.4223, 0.0616
341.9605, 0.0601
342.5001, 0.0601
343.0396, 0.0601
343.5779, 0.0586
344.1174, 0.0586
344.6556, 0.0571
345.1952, 0.0571
345.7334, 0.0556
346.273, 0.0556
346.8126, 0.0556
347.3508, 0.0541
347.8902, 0.0541
348.4299, 0.0541
348.9695, 0.0541
349.5077, 0.0526
350.0473, 0.0526
350.5868, 0.0526
351.1264, 0.0526
351.6646, 0.0511
352.2042, 0.0511
