#DataThief C:\Users\bwc\Desktop\PMT_Sensitivity_dataPart2.png Thursday 21-Sep-2017 9:01:22 AM
230.6743, 0.1631
230.6752, 0.1649
230.676, 0.1667
230.6768, 0.1685
230.6776, 0.1703
230.6784, 0.1722
230.6792, 0.1741
230.68, 0.176
230.6808, 0.178
230.6816, 0.1799
230.6823, 0.1819
230.6831, 0.1839
230.6839, 0.1859
230.6846, 0.1879
230.6855, 0.19
230.6863, 0.1921
230.6871, 0.1942
230.6879, 0.1963
232.0737, 0.1985
232.0745, 0.2006
232.0753, 0.2028
232.0761, 0.2051
232.0769, 0.2073
232.0777, 0.2096
232.0785, 0.2119
232.0793, 0.2142
232.0801, 0.2166
232.0809, 0.2189
232.0817, 0.2213
232.0825, 0.2238
233.4683, 0.2262
233.4691, 0.2287
233.4699, 0.2312
233.4707, 0.2337
233.4715, 0.2363
233.4723, 0.2389
233.4731, 0.2415
233.4739, 0.2442
233.4747, 0.2468
233.4755, 0.2495
233.4763, 0.2523
233.4771, 0.255
233.4779, 0.2578
234.8637, 0.2607
234.8645, 0.2635
234.8653, 0.2664
234.866, 0.2692
234.8669, 0.2723
234.8677, 0.2753
234.8685, 0.2783
234.8693, 0.2812
234.87, 0.2844
234.8709, 0.2875
234.8717, 0.2907
234.8723, 0.2939
234.8732, 0.2971
236.2591, 0.3004
236.2599, 0.3037
236.2607, 0.307
236.2615, 0.3104
236.2623, 0.3138
236.2631, 0.3172
236.2638, 0.3207
236.2646, 0.3242
236.2654, 0.3277
236.2662, 0.3313
236.267, 0.335
236.2678, 0.3386
236.2686, 0.3424
237.6545, 0.3461
237.6552, 0.3498
237.656, 0.3537
237.6568, 0.3576
237.6576, 0.3615
237.6583, 0.3655
237.6592, 0.3695
237.66, 0.3736
237.6608, 0.3777
237.6616, 0.3818
237.6623, 0.386
237.6632, 0.3902
237.664, 0.3945
239.0498, 0.3988
239.0506, 0.4032
239.0514, 0.4076
239.0522, 0.4121
239.053, 0.4166
239.0538, 0.4212
239.0546, 0.4258
239.0554, 0.4304
239.0562, 0.4352
239.057, 0.44
239.0578, 0.4447
239.0586, 0.4497
239.0594, 0.4546
240.4452, 0.4596
240.446, 0.4646
240.4468, 0.4697
240.4476, 0.4748
240.4484, 0.4801
240.4492, 0.4853
240.45, 0.4906
240.4508, 0.496
240.4516, 0.5015
240.4524, 0.507
240.4531, 0.5125
240.4539, 0.5181
240.4546, 0.5238
241.8406, 0.5295
241.8414, 0.5354
241.8422, 0.5412
241.843, 0.5472
241.8437, 0.5532
241.8445, 0.5592
241.8453, 0.5654
241.846, 0.5716
241.8469, 0.5777
241.8477, 0.5842
241.8485, 0.5906
241.8493, 0.5971
241.85, 0.6036
243.2359, 0.6101
243.2367, 0.6169
243.2375, 0.6237
243.2383, 0.6305
243.2391, 0.6374
243.2399, 0.6444
243.2407, 0.6515
243.2415, 0.6585
243.2423, 0.6659
243.2431, 0.6732
243.2439, 0.6804
243.2447, 0.688
243.2455, 0.6955
244.6313, 0.7032
244.632, 0.7109
244.6329, 0.7187
244.6337, 0.7266
244.6345, 0.7345
244.6353, 0.7426
244.636, 0.7507
244.6369, 0.759
244.6377, 0.7673
244.6385, 0.7757
244.6393, 0.7842
244.6401, 0.7928
246.0259, 0.8014
246.0267, 0.8103
246.0275, 0.8192
246.0283, 0.8281
246.0291, 0.8372
246.0299, 0.8464
246.0307, 0.8557
246.0315, 0.8651
246.0323, 0.8745
246.0331, 0.8841
246.0339, 0.8938
246.0346, 0.9036
247.4205, 0.9135
247.4213, 0.9236
247.4221, 0.9337
247.4229, 0.9439
247.4237, 0.9543
247.4245, 0.9647
247.4253, 0.9752
247.426, 0.986
247.4268, 0.9968
247.4276, 1.0077
247.4284, 1.0188
